Datum,VPI
2013-10-07,0.929
2013-10-08,0.929
2013-10-09,0.929
2013-10-10,0.929
2013-10-11,0.929
2013-10-12,0.929
2013-10-13,0.929
2013-10-14,0.929
2013-10-15,0.929
2013-10-16,0.929
2013-10-17,0.929
2013-10-18,0.929
2013-10-19,0.929
2013-10-20,0.929
2013-10-21,0.929
2013-10-22,0.929
2013-10-23,0.929
2013-10-24,0.929
2013-10-25,0.929
2013-10-26,0.929
2013-10-27,0.929
2013-10-28,0.929
2013-10-29,0.929
2013-10-30,0.929
2013-10-31,0.929
2013-11-01,0.931
2013-11-02,0.931
2013-11-03,0.931
2013-11-04,0.931
2013-11-05,0.931
2013-11-06,0.931
2013-11-07,0.931
2013-11-08,0.931
2013-11-09,0.931
2013-11-10,0.931
2013-11-11,0.931
2013-11-12,0.931
2013-11-13,0.931
2013-11-14,0.931
2013-11-15,0.931
2013-11-16,0.931
2013-11-17,0.931
2013-11-18,0.931
2013-11-19,0.931
2013-11-20,0.931
2013-11-21,0.931
2013-11-22,0.931
2013-11-23,0.931
2013-11-24,0.931
2013-11-25,0.931
2013-11-26,0.931
2013-11-27,0.931
2013-11-28,0.931
2013-11-29,0.931
2013-11-30,0.931
2013-12-01,0.935
2013-12-02,0.935
2013-12-03,0.935
2013-12-04,0.935
2013-12-05,0.935
2013-12-06,0.935
2013-12-07,0.935
2013-12-08,0.935
2013-12-09,0.935
2013-12-10,0.935
2013-12-11,0.935
2013-12-12,0.935
2013-12-13,0.935
2013-12-14,0.935
2013-12-15,0.935
2013-12-16,0.935
2013-12-17,0.935
2013-12-18,0.935
2013-12-19,0.935
2013-12-20,0.935
2013-12-21,0.935
2013-12-22,0.935
2013-12-23,0.935
2013-12-24,0.935
2013-12-25,0.935
2013-12-26,0.935
2013-12-27,0.935
2013-12-28,0.935
2013-12-29,0.935
2013-12-30,0.935
2013-12-31,0.935
2014-01-01,0.93
2014-01-02,0.93
2014-01-03,0.93
2014-01-04,0.93
2014-01-05,0.93
2014-01-06,0.93
2014-01-07,0.93
2014-01-08,0.93
2014-01-09,0.93
2014-01-10,0.93
2014-01-11,0.93
2014-01-12,0.93
2014-01-13,0.93
2014-01-14,0.93
2014-01-15,0.93
2014-01-16,0.93
2014-01-17,0.93
2014-01-18,0.93
2014-01-19,0.93
2014-01-20,0.93
2014-01-21,0.93
2014-01-22,0.93
2014-01-23,0.93
2014-01-24,0.93
2014-01-25,0.93
2014-01-26,0.93
2014-01-27,0.93
2014-01-28,0.93
2014-01-29,0.93
2014-01-30,0.93
2014-01-31,0.93
2014-02-01,0.934
2014-02-02,0.934
2014-02-03,0.934
2014-02-04,0.934
2014-02-05,0.934
2014-02-06,0.934
2014-02-07,0.934
2014-02-08,0.934
2014-02-09,0.934
2014-02-10,0.934
2014-02-11,0.934
2014-02-12,0.934
2014-02-13,0.934
2014-02-14,0.934
2014-02-15,0.934
2014-02-16,0.934
2014-02-17,0.934
2014-02-18,0.934
2014-02-19,0.934
2014-02-20,0.934
2014-02-21,0.934
2014-02-22,0.934
2014-02-23,0.934
2014-02-24,0.934
2014-02-25,0.934
2014-02-26,0.934
2014-02-27,0.934
2014-02-28,0.934
2014-03-01,0.937
2014-03-02,0.937
2014-03-03,0.937
2014-03-04,0.937
2014-03-05,0.937
2014-03-06,0.937
2014-03-07,0.937
2014-03-08,0.937
2014-03-09,0.937
2014-03-10,0.937
2014-03-11,0.937
2014-03-12,0.937
2014-03-13,0.937
2014-03-14,0.937
2014-03-15,0.937
2014-03-16,0.937
2014-03-17,0.937
2014-03-18,0.937
2014-03-19,0.937
2014-03-20,0.937
2014-03-21,0.937
2014-03-22,0.937
2014-03-23,0.937
2014-03-24,0.937
2014-03-25,0.937
2014-03-26,0.937
2014-03-27,0.937
2014-03-28,0.937
2014-03-29,0.937
2014-03-30,0.937
2014-03-31,0.937
2014-04-01,0.936
2014-04-02,0.936
2014-04-03,0.936
2014-04-04,0.936
2014-04-05,0.936
2014-04-06,0.936
2014-04-07,0.936
2014-04-08,0.936
2014-04-09,0.936
2014-04-10,0.936
2014-04-11,0.936
2014-04-12,0.936
2014-04-13,0.936
2014-04-14,0.936
2014-04-15,0.936
2014-04-16,0.936
2014-04-17,0.936
2014-04-18,0.936
2014-04-19,0.936
2014-04-20,0.936
2014-04-21,0.936
2014-04-22,0.936
2014-04-23,0.936
2014-04-24,0.936
2014-04-25,0.936
2014-04-26,0.936
2014-04-27,0.936
2014-04-28,0.936
2014-04-29,0.936
2014-04-30,0.936
2014-05-01,0.934
2014-05-02,0.934
2014-05-03,0.934
2014-05-04,0.934
2014-05-05,0.934
2014-05-06,0.934
2014-05-07,0.934
2014-05-08,0.934
2014-05-09,0.934
2014-05-10,0.934
2014-05-11,0.934
2014-05-12,0.934
2014-05-13,0.934
2014-05-14,0.934
2014-05-15,0.934
2014-05-16,0.934
2014-05-17,0.934
2014-05-18,0.934
2014-05-19,0.934
2014-05-20,0.934
2014-05-21,0.934
2014-05-22,0.934
2014-05-23,0.934
2014-05-24,0.934
2014-05-25,0.934
2014-05-26,0.934
2014-05-27,0.934
2014-05-28,0.934
2014-05-29,0.934
2014-05-30,0.934
2014-05-31,0.934
2014-06-01,0.937
2014-06-02,0.937
2014-06-03,0.937
2014-06-04,0.937
2014-06-05,0.937
2014-06-06,0.937
2014-06-07,0.937
2014-06-08,0.937
2014-06-09,0.937
2014-06-10,0.937
2014-06-11,0.937
2014-06-12,0.937
2014-06-13,0.937
2014-06-14,0.937
2014-06-15,0.937
2014-06-16,0.937
2014-06-17,0.937
2014-06-18,0.937
2014-06-19,0.937
2014-06-20,0.937
2014-06-21,0.937
2014-06-22,0.937
2014-06-23,0.937
2014-06-24,0.937
2014-06-25,0.937
2014-06-26,0.937
2014-06-27,0.937
2014-06-28,0.937
2014-06-29,0.937
2014-06-30,0.937
2014-07-01,0.939
2014-07-02,0.939
2014-07-03,0.939
2014-07-04,0.939
2014-07-05,0.939
2014-07-06,0.939
2014-07-07,0.939
2014-07-08,0.939
2014-07-09,0.939
2014-07-10,0.939
2014-07-11,0.939
2014-07-12,0.939
2014-07-13,0.939
2014-07-14,0.939
2014-07-15,0.939
2014-07-16,0.939
2014-07-17,0.939
2014-07-18,0.939
2014-07-19,0.939
2014-07-20,0.939
2014-07-21,0.939
2014-07-22,0.939
2014-07-23,0.939
2014-07-24,0.939
2014-07-25,0.939
2014-07-26,0.939
2014-07-27,0.939
2014-07-28,0.939
2014-07-29,0.939
2014-07-30,0.939
2014-07-31,0.939
2014-08-01,0.94
2014-08-02,0.94
2014-08-03,0.94
2014-08-04,0.94
2014-08-05,0.94
2014-08-06,0.94
2014-08-07,0.94
2014-08-08,0.94
2014-08-09,0.94
2014-08-10,0.94
2014-08-11,0.94
2014-08-12,0.94
2014-08-13,0.94
2014-08-14,0.94
2014-08-15,0.94
2014-08-16,0.94
2014-08-17,0.94
2014-08-18,0.94
2014-08-19,0.94
2014-08-20,0.94
2014-08-21,0.94
2014-08-22,0.94
2014-08-23,0.94
2014-08-24,0.94
2014-08-25,0.94
2014-08-26,0.94
2014-08-27,0.94
2014-08-28,0.94
2014-08-29,0.94
2014-08-30,0.94
2014-08-31,0.94
2014-09-01,0.94
2014-09-02,0.94
2014-09-03,0.94
2014-09-04,0.94
2014-09-05,0.94
2014-09-06,0.94
2014-09-07,0.94
2014-09-08,0.94
2014-09-09,0.94
2014-09-10,0.94
2014-09-11,0.94
2014-09-12,0.94
2014-09-13,0.94
2014-09-14,0.94
2014-09-15,0.94
2014-09-16,0.94
2014-09-17,0.94
2014-09-18,0.94
2014-09-19,0.94
2014-09-20,0.94
2014-09-21,0.94
2014-09-22,0.94
2014-09-23,0.94
2014-09-24,0.94
2014-09-25,0.94
2014-09-26,0.94
2014-09-27,0.94
2014-09-28,0.94
2014-09-29,0.94
2014-09-30,0.94
2014-10-01,0.937
2014-10-02,0.937
2014-10-03,0.937
2014-10-04,0.937
2014-10-05,0.937
2014-10-06,0.937
2014-10-07,0.937
2014-10-08,0.937
2014-10-09,0.937
2014-10-10,0.937
2014-10-11,0.937
2014-10-12,0.937
2014-10-13,0.937
2014-10-14,0.937
2014-10-15,0.937
2014-10-16,0.937
2014-10-17,0.937
2014-10-18,0.937
2014-10-19,0.937
2014-10-20,0.937
2014-10-21,0.937
2014-10-22,0.937
2014-10-23,0.937
2014-10-24,0.937
2014-10-25,0.937
2014-10-26,0.937
2014-10-27,0.937
2014-10-28,0.937
2014-10-29,0.937
2014-10-30,0.937
2014-10-31,0.937
2014-11-01,0.937
2014-11-02,0.937
2014-11-03,0.937
2014-11-04,0.937
2014-11-05,0.937
2014-11-06,0.937
2014-11-07,0.937
2014-11-08,0.937
2014-11-09,0.937
2014-11-10,0.937
2014-11-11,0.937
2014-11-12,0.937
2014-11-13,0.937
2014-11-14,0.937
2014-11-15,0.937
2014-11-16,0.937
2014-11-17,0.937
2014-11-18,0.937
2014-11-19,0.937
2014-11-20,0.937
2014-11-21,0.937
2014-11-22,0.937
2014-11-23,0.937
2014-11-24,0.937
2014-11-25,0.937
2014-11-26,0.937
2014-11-27,0.937
2014-11-28,0.937
2014-11-29,0.937
2014-11-30,0.937
2014-12-01,0.937
2014-12-02,0.937
2014-12-03,0.937
2014-12-04,0.937
2014-12-05,0.937
2014-12-06,0.937
2014-12-07,0.937
2014-12-08,0.937
2014-12-09,0.937
2014-12-10,0.937
2014-12-11,0.937
2014-12-12,0.937
2014-12-13,0.937
2014-12-14,0.937
2014-12-15,0.937
2014-12-16,0.937
2014-12-17,0.937
2014-12-18,0.937
2014-12-19,0.937
2014-12-20,0.937
2014-12-21,0.937
2014-12-22,0.937
2014-12-23,0.937
2014-12-24,0.937
2014-12-25,0.937
2014-12-26,0.937
2014-12-27,0.937
2014-12-28,0.937
2014-12-29,0.937
2014-12-30,0.937
2014-12-31,0.937
2015-01-01,0.927
2015-01-02,0.927
2015-01-03,0.927
2015-01-04,0.927
2015-01-05,0.927
2015-01-06,0.927
2015-01-07,0.927
2015-01-08,0.927
2015-01-09,0.927
2015-01-10,0.927
2015-01-11,0.927
2015-01-12,0.927
2015-01-13,0.927
2015-01-14,0.927
2015-01-15,0.927
2015-01-16,0.927
2015-01-17,0.927
2015-01-18,0.927
2015-01-19,0.927
2015-01-20,0.927
2015-01-21,0.927
2015-01-22,0.927
2015-01-23,0.927
2015-01-24,0.927
2015-01-25,0.927
2015-01-26,0.927
2015-01-27,0.927
2015-01-28,0.927
2015-01-29,0.927
2015-01-30,0.927
2015-01-31,0.927
2015-02-01,0.934
2015-02-02,0.934
2015-02-03,0.934
2015-02-04,0.934
2015-02-05,0.934
2015-02-06,0.934
2015-02-07,0.934
2015-02-08,0.934
2015-02-09,0.934
2015-02-10,0.934
2015-02-11,0.934
2015-02-12,0.934
2015-02-13,0.934
2015-02-14,0.934
2015-02-15,0.934
2015-02-16,0.934
2015-02-17,0.934
2015-02-18,0.934
2015-02-19,0.934
2015-02-20,0.934
2015-02-21,0.934
2015-02-22,0.934
2015-02-23,0.934
2015-02-24,0.934
2015-02-25,0.934
2015-02-26,0.934
2015-02-27,0.934
2015-02-28,0.934
2015-03-01,0.939
2015-03-02,0.939
2015-03-03,0.939
2015-03-04,0.939
2015-03-05,0.939
2015-03-06,0.939
2015-03-07,0.939
2015-03-08,0.939
2015-03-09,0.939
2015-03-10,0.939
2015-03-11,0.939
2015-03-12,0.939
2015-03-13,0.939
2015-03-14,0.939
2015-03-15,0.939
2015-03-16,0.939
2015-03-17,0.939
2015-03-18,0.939
2015-03-19,0.939
2015-03-20,0.939
2015-03-21,0.939
2015-03-22,0.939
2015-03-23,0.939
2015-03-24,0.939
2015-03-25,0.939
2015-03-26,0.939
2015-03-27,0.939
2015-03-28,0.939
2015-03-29,0.939
2015-03-30,0.939
2015-03-31,0.939
2015-04-01,0.944
2015-04-02,0.944
2015-04-03,0.944
2015-04-04,0.944
2015-04-05,0.944
2015-04-06,0.944
2015-04-07,0.944
2015-04-08,0.944
2015-04-09,0.944
2015-04-10,0.944
2015-04-11,0.944
2015-04-12,0.944
2015-04-13,0.944
2015-04-14,0.944
2015-04-15,0.944
2015-04-16,0.944
2015-04-17,0.944
2015-04-18,0.944
2015-04-19,0.944
2015-04-20,0.944
2015-04-21,0.944
2015-04-22,0.944
2015-04-23,0.944
2015-04-24,0.944
2015-04-25,0.944
2015-04-26,0.944
2015-04-27,0.944
2015-04-28,0.944
2015-04-29,0.944
2015-04-30,0.944
2015-05-01,0.945
2015-05-02,0.945
2015-05-03,0.945
2015-05-04,0.945
2015-05-05,0.945
2015-05-06,0.945
2015-05-07,0.945
2015-05-08,0.945
2015-05-09,0.945
2015-05-10,0.945
2015-05-11,0.945
2015-05-12,0.945
2015-05-13,0.945
2015-05-14,0.945
2015-05-15,0.945
2015-05-16,0.945
2015-05-17,0.945
2015-05-18,0.945
2015-05-19,0.945
2015-05-20,0.945
2015-05-21,0.945
2015-05-22,0.945
2015-05-23,0.945
2015-05-24,0.945
2015-05-25,0.945
2015-05-26,0.945
2015-05-27,0.945
2015-05-28,0.945
2015-05-29,0.945
2015-05-30,0.945
2015-05-31,0.945
2015-06-01,0.945
2015-06-02,0.945
2015-06-03,0.945
2015-06-04,0.945
2015-06-05,0.945
2015-06-06,0.945
2015-06-07,0.945
2015-06-08,0.945
2015-06-09,0.945
2015-06-10,0.945
2015-06-11,0.945
2015-06-12,0.945
2015-06-13,0.945
2015-06-14,0.945
2015-06-15,0.945
2015-06-16,0.945
2015-06-17,0.945
2015-06-18,0.945
2015-06-19,0.945
2015-06-20,0.945
2015-06-21,0.945
2015-06-22,0.945
2015-06-23,0.945
2015-06-24,0.945
2015-06-25,0.945
2015-06-26,0.945
2015-06-27,0.945
2015-06-28,0.945
2015-06-29,0.945
2015-06-30,0.945
2015-07-01,0.947
2015-07-02,0.947
2015-07-03,0.947
2015-07-04,0.947
2015-07-05,0.947
2015-07-06,0.947
2015-07-07,0.947
2015-07-08,0.947
2015-07-09,0.947
2015-07-10,0.947
2015-07-11,0.947
2015-07-12,0.947
2015-07-13,0.947
2015-07-14,0.947
2015-07-15,0.947
2015-07-16,0.947
2015-07-17,0.947
2015-07-18,0.947
2015-07-19,0.947
2015-07-20,0.947
2015-07-21,0.947
2015-07-22,0.947
2015-07-23,0.947
2015-07-24,0.947
2015-07-25,0.947
2015-07-26,0.947
2015-07-27,0.947
2015-07-28,0.947
2015-07-29,0.947
2015-07-30,0.947
2015-07-31,0.947
2015-08-01,0.947
2015-08-02,0.947
2015-08-03,0.947
2015-08-04,0.947
2015-08-05,0.947
2015-08-06,0.947
2015-08-07,0.947
2015-08-08,0.947
2015-08-09,0.947
2015-08-10,0.947
2015-08-11,0.947
2015-08-12,0.947
2015-08-13,0.947
2015-08-14,0.947
2015-08-15,0.947
2015-08-16,0.947
2015-08-17,0.947
2015-08-18,0.947
2015-08-19,0.947
2015-08-20,0.947
2015-08-21,0.947
2015-08-22,0.947
2015-08-23,0.947
2015-08-24,0.947
2015-08-25,0.947
2015-08-26,0.947
2015-08-27,0.947
2015-08-28,0.947
2015-08-29,0.947
2015-08-30,0.947
2015-08-31,0.947
2015-09-01,0.945
2015-09-02,0.945
2015-09-03,0.945
2015-09-04,0.945
2015-09-05,0.945
2015-09-06,0.945
2015-09-07,0.945
2015-09-08,0.945
2015-09-09,0.945
2015-09-10,0.945
2015-09-11,0.945
2015-09-12,0.945
2015-09-13,0.945
2015-09-14,0.945
2015-09-15,0.945
2015-09-16,0.945
2015-09-17,0.945
2015-09-18,0.945
2015-09-19,0.945
2015-09-20,0.945
2015-09-21,0.945
2015-09-22,0.945
2015-09-23,0.945
2015-09-24,0.945
2015-09-25,0.945
2015-09-26,0.945
2015-09-27,0.945
2015-09-28,0.945
2015-09-29,0.945
2015-09-30,0.945
2015-10-01,0.945
2015-10-02,0.945
2015-10-03,0.945
2015-10-04,0.945
2015-10-05,0.945
2015-10-06,0.945
2015-10-07,0.945
2015-10-08,0.945
2015-10-09,0.945
2015-10-10,0.945
2015-10-11,0.945
2015-10-12,0.945
2015-10-13,0.945
2015-10-14,0.945
2015-10-15,0.945
2015-10-16,0.945
2015-10-17,0.945
2015-10-18,0.945
2015-10-19,0.945
2015-10-20,0.945
2015-10-21,0.945
2015-10-22,0.945
2015-10-23,0.945
2015-10-24,0.945
2015-10-25,0.945
2015-10-26,0.945
2015-10-27,0.945
2015-10-28,0.945
2015-10-29,0.945
2015-10-30,0.945
2015-10-31,0.945
2015-11-01,0.939
2015-11-02,0.939
2015-11-03,0.939
2015-11-04,0.939
2015-11-05,0.939
2015-11-06,0.939
2015-11-07,0.939
2015-11-08,0.939
2015-11-09,0.939
2015-11-10,0.939
2015-11-11,0.939
2015-11-12,0.939
2015-11-13,0.939
2015-11-14,0.939
2015-11-15,0.939
2015-11-16,0.939
2015-11-17,0.939
2015-11-18,0.939
2015-11-19,0.939
2015-11-20,0.939
2015-11-21,0.939
2015-11-22,0.939
2015-11-23,0.939
2015-11-24,0.939
2015-11-25,0.939
2015-11-26,0.939
2015-11-27,0.939
2015-11-28,0.939
2015-11-29,0.939
2015-11-30,0.939
2015-12-01,0.939
2015-12-02,0.939
2015-12-03,0.939
2015-12-04,0.939
2015-12-05,0.939
2015-12-06,0.939
2015-12-07,0.939
2015-12-08,0.939
2015-12-09,0.939
2015-12-10,0.939
2015-12-11,0.939
2015-12-12,0.939
2015-12-13,0.939
2015-12-14,0.939
2015-12-15,0.939
2015-12-16,0.939
2015-12-17,0.939
2015-12-18,0.939
2015-12-19,0.939
2015-12-20,0.939
2015-12-21,0.939
2015-12-22,0.939
2015-12-23,0.939
2015-12-24,0.939
2015-12-25,0.939
2015-12-26,0.939
2015-12-27,0.939
2015-12-28,0.939
2015-12-29,0.939
2015-12-30,0.939
2015-12-31,0.939
2016-01-01,0.932
2016-01-02,0.932
2016-01-03,0.932
2016-01-04,0.932
2016-01-05,0.932
2016-01-06,0.932
2016-01-07,0.932
2016-01-08,0.932
2016-01-09,0.932
2016-01-10,0.932
2016-01-11,0.932
2016-01-12,0.932
2016-01-13,0.932
2016-01-14,0.932
2016-01-15,0.932
2016-01-16,0.932
2016-01-17,0.932
2016-01-18,0.932
2016-01-19,0.932
2016-01-20,0.932
2016-01-21,0.932
2016-01-22,0.932
2016-01-23,0.932
2016-01-24,0.932
2016-01-25,0.932
2016-01-26,0.932
2016-01-27,0.932
2016-01-28,0.932
2016-01-29,0.932
2016-01-30,0.932
2016-01-31,0.932
2016-02-01,0.935
2016-02-02,0.935
2016-02-03,0.935
2016-02-04,0.935
2016-02-05,0.935
2016-02-06,0.935
2016-02-07,0.935
2016-02-08,0.935
2016-02-09,0.935
2016-02-10,0.935
2016-02-11,0.935
2016-02-12,0.935
2016-02-13,0.935
2016-02-14,0.935
2016-02-15,0.935
2016-02-16,0.935
2016-02-17,0.935
2016-02-18,0.935
2016-02-19,0.935
2016-02-20,0.935
2016-02-21,0.935
2016-02-22,0.935
2016-02-23,0.935
2016-02-24,0.935
2016-02-25,0.935
2016-02-26,0.935
2016-02-27,0.935
2016-02-28,0.935
2016-02-29,0.935
2016-03-01,0.942
2016-03-02,0.942
2016-03-03,0.942
2016-03-04,0.942
2016-03-05,0.942
2016-03-06,0.942
2016-03-07,0.942
2016-03-08,0.942
2016-03-09,0.942
2016-03-10,0.942
2016-03-11,0.942
2016-03-12,0.942
2016-03-13,0.942
2016-03-14,0.942
2016-03-15,0.942
2016-03-16,0.942
2016-03-17,0.942
2016-03-18,0.942
2016-03-19,0.942
2016-03-20,0.942
2016-03-21,0.942
2016-03-22,0.942
2016-03-23,0.942
2016-03-24,0.942
2016-03-25,0.942
2016-03-26,0.942
2016-03-27,0.942
2016-03-28,0.942
2016-03-29,0.942
2016-03-30,0.942
2016-03-31,0.942
2016-04-01,0.943
2016-04-02,0.943
2016-04-03,0.943
2016-04-04,0.943
2016-04-05,0.943
2016-04-06,0.943
2016-04-07,0.943
2016-04-08,0.943
2016-04-09,0.943
2016-04-10,0.943
2016-04-11,0.943
2016-04-12,0.943
2016-04-13,0.943
2016-04-14,0.943
2016-04-15,0.943
2016-04-16,0.943
2016-04-17,0.943
2016-04-18,0.943
2016-04-19,0.943
2016-04-20,0.943
2016-04-21,0.943
2016-04-22,0.943
2016-04-23,0.943
2016-04-24,0.943
2016-04-25,0.943
2016-04-26,0.943
2016-04-27,0.943
2016-04-28,0.943
2016-04-29,0.943
2016-04-30,0.943
2016-05-01,0.947
2016-05-02,0.947
2016-05-03,0.947
2016-05-04,0.947
2016-05-05,0.947
2016-05-06,0.947
2016-05-07,0.947
2016-05-08,0.947
2016-05-09,0.947
2016-05-10,0.947
2016-05-11,0.947
2016-05-12,0.947
2016-05-13,0.947
2016-05-14,0.947
2016-05-15,0.947
2016-05-16,0.947
2016-05-17,0.947
2016-05-18,0.947
2016-05-19,0.947
2016-05-20,0.947
2016-05-21,0.947
2016-05-22,0.947
2016-05-23,0.947
2016-05-24,0.947
2016-05-25,0.947
2016-05-26,0.947
2016-05-27,0.947
2016-05-28,0.947
2016-05-29,0.947
2016-05-30,0.947
2016-05-31,0.947
2016-06-01,0.948
2016-06-02,0.948
2016-06-03,0.948
2016-06-04,0.948
2016-06-05,0.948
2016-06-06,0.948
2016-06-07,0.948
2016-06-08,0.948
2016-06-09,0.948
2016-06-10,0.948
2016-06-11,0.948
2016-06-12,0.948
2016-06-13,0.948
2016-06-14,0.948
2016-06-15,0.948
2016-06-16,0.948
2016-06-17,0.948
2016-06-18,0.948
2016-06-19,0.948
2016-06-20,0.948
2016-06-21,0.948
2016-06-22,0.948
2016-06-23,0.948
2016-06-24,0.948
2016-06-25,0.948
2016-06-26,0.948
2016-06-27,0.948
2016-06-28,0.948
2016-06-29,0.948
2016-06-30,0.948
2016-07-01,0.952
2016-07-02,0.952
2016-07-03,0.952
2016-07-04,0.952
2016-07-05,0.952
2016-07-06,0.952
2016-07-07,0.952
2016-07-08,0.952
2016-07-09,0.952
2016-07-10,0.952
2016-07-11,0.952
2016-07-12,0.952
2016-07-13,0.952
2016-07-14,0.952
2016-07-15,0.952
2016-07-16,0.952
2016-07-17,0.952
2016-07-18,0.952
2016-07-19,0.952
2016-07-20,0.952
2016-07-21,0.952
2016-07-22,0.952
2016-07-23,0.952
2016-07-24,0.952
2016-07-25,0.952
2016-07-26,0.952
2016-07-27,0.952
2016-07-28,0.952
2016-07-29,0.952
2016-07-30,0.952
2016-07-31,0.952
2016-08-01,0.951
2016-08-02,0.951
2016-08-03,0.951
2016-08-04,0.951
2016-08-05,0.951
2016-08-06,0.951
2016-08-07,0.951
2016-08-08,0.951
2016-08-09,0.951
2016-08-10,0.951
2016-08-11,0.951
2016-08-12,0.951
2016-08-13,0.951
2016-08-14,0.951
2016-08-15,0.951
2016-08-16,0.951
2016-08-17,0.951
2016-08-18,0.951
2016-08-19,0.951
2016-08-20,0.951
2016-08-21,0.951
2016-08-22,0.951
2016-08-23,0.951
2016-08-24,0.951
2016-08-25,0.951
2016-08-26,0.951
2016-08-27,0.951
2016-08-28,0.951
2016-08-29,0.951
2016-08-30,0.951
2016-08-31,0.951
2016-09-01,0.951
2016-09-02,0.951
2016-09-03,0.951
2016-09-04,0.951
2016-09-05,0.951
2016-09-06,0.951
2016-09-07,0.951
2016-09-08,0.951
2016-09-09,0.951
2016-09-10,0.951
2016-09-11,0.951
2016-09-12,0.951
2016-09-13,0.951
2016-09-14,0.951
2016-09-15,0.951
2016-09-16,0.951
2016-09-17,0.951
2016-09-18,0.951
2016-09-19,0.951
2016-09-20,0.951
2016-09-21,0.951
2016-09-22,0.951
2016-09-23,0.951
2016-09-24,0.951
2016-09-25,0.951
2016-09-26,0.951
2016-09-27,0.951
2016-09-28,0.951
2016-09-29,0.951
2016-09-30,0.951
2016-10-01,0.953
2016-10-02,0.953
2016-10-03,0.953
2016-10-04,0.953
2016-10-05,0.953
2016-10-06,0.953
2016-10-07,0.953
2016-10-08,0.953
2016-10-09,0.953
2016-10-10,0.953
2016-10-11,0.953
2016-10-12,0.953
2016-10-13,0.953
2016-10-14,0.953
2016-10-15,0.953
2016-10-16,0.953
2016-10-17,0.953
2016-10-18,0.953
2016-10-19,0.953
2016-10-20,0.953
2016-10-21,0.953
2016-10-22,0.953
2016-10-23,0.953
2016-10-24,0.953
2016-10-25,0.953
2016-10-26,0.953
2016-10-27,0.953
2016-10-28,0.953
2016-10-29,0.953
2016-10-30,0.953
2016-10-31,0.953
2016-11-01,0.946
2016-11-02,0.946
2016-11-03,0.946
2016-11-04,0.946
2016-11-05,0.946
2016-11-06,0.946
2016-11-07,0.946
2016-11-08,0.946
2016-11-09,0.946
2016-11-10,0.946
2016-11-11,0.946
2016-11-12,0.946
2016-11-13,0.946
2016-11-14,0.946
2016-11-15,0.946
2016-11-16,0.946
2016-11-17,0.946
2016-11-18,0.946
2016-11-19,0.946
2016-11-20,0.946
2016-11-21,0.946
2016-11-22,0.946
2016-11-23,0.946
2016-11-24,0.946
2016-11-25,0.946
2016-11-26,0.946
2016-11-27,0.946
2016-11-28,0.946
2016-11-29,0.946
2016-11-30,0.946
2016-12-01,0.953
2016-12-02,0.953
2016-12-03,0.953
2016-12-04,0.953
2016-12-05,0.953
2016-12-06,0.953
2016-12-07,0.953
2016-12-08,0.953
2016-12-09,0.953
2016-12-10,0.953
2016-12-11,0.953
2016-12-12,0.953
2016-12-13,0.953
2016-12-14,0.953
2016-12-15,0.953
2016-12-16,0.953
2016-12-17,0.953
2016-12-18,0.953
2016-12-19,0.953
2016-12-20,0.953
2016-12-21,0.953
2016-12-22,0.953
